state,account length,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,number customer service calls,move
16,0.7468354430379747,0,1,0.4230769230769231,0.25396825396825395,0.3079809004092769,0.4732824427480916,0.6239525139664804,0.7,0.5107746068724519,0.15789473684210525,0.7255639097744361,0.14285714285714285,0
23,0.31223628691983124,0,0,0.0,0.7142857142857143,0.6340381991814461,0.3282442748091603,0.6103351955307262,0.6235294117647059,0.6662783925451368,0.15789473684210525,0.5939849624060151,0.14285714285714285,0
27,0.4430379746835443,0,1,0.4807692307692308,0.5634920634920635,0.4720327421555252,0.5343511450381679,0.6473463687150839,0.6705882352941176,0.4175888177052999,0.2631578947368421,0.7048872180451128,0.5714285714285714,0
11,0.6624472573839663,0,0,0.0,0.6904761904761905,0.5412687585266029,0.45038167938931295,0.5513268156424581,0.5823529411764706,0.5975538730343621,0.47368421052631576,0.3609022556390977,0.14285714285714285,0
33,0.4641350210970464,0,1,0.6730769230769231,0.8571428571428571,0.44815825375170526,0.5038167938931297,0.40572625698324016,0.5764705882352941,0.44030285381479317,0.2631578947368421,0.7462406015037594,0.14285714285714285,0
5,0.42616033755274263,0,0,0.0,0.42857142857142855,0.25801500682128237,0.5190839694656488,0.4312150837988827,0.5588235294117647,0.46476412347117063,0.10526315789473684,0.49812030075187963,0.42857142857142855,1
42,0.38396624472573837,0,1,0.4807692307692308,0.5158730158730159,0.21231241473396997,0.6259541984732825,0.8645251396648045,0.611764705882353,0.355270821199767,0.42105263157894735,0.47180451127819545,0.2857142857142857,0
8,0.1729957805907173,0,1,0.5961538461538461,0.5317460317460317,0.47612551159618005,0.5038167938931297,0.6263966480446927,0.711764705882353,0.4566103669190448,0.15789473684210525,0.5582706766917294,0.2857142857142857,0
35,0.2869198312236287,0,0,0.0,0.6111111111111112,0.645293315143247,0.5038167938931297,0.424231843575419,0.47058823529411764,0.6161910308677926,0.2631578947368421,0.2631578947368421,0.14285714285714285,0
37,0.48945147679324896,0,1,0.7307692307692307,0.47619047619047616,0.732605729877217,0.25190839694656486,0.6627094972067039,0.7352941176470589,0.7058823529411764,0.05263157894736842,0.46616541353383456,0.42857142857142855,0
29,0.31645569620253167,0,1,0.7884615384615384,0.6031746031746031,0.5972032742155525,0.45038167938931295,0.4462290502793296,0.4588235294117647,0.48806057076295867,0.2631578947368421,0.513157894736842,0.0,0
13,0.29957805907172996,1,0,0.0,0.6031746031746031,0.27370395634379263,0.24427480916030533,0.645949720670391,0.6176470588235294,0.8741991846243446,0.3157894736842105,0.5639097744360902,0.0,0
50,0.4810126582278481,1,1,0.11538461538461539,0.7222222222222222,0.3871077762619372,0.4732824427480916,0.40223463687150834,0.5647058823529412,0.6534653465346535,0.15789473684210525,0.513157894736842,0.14285714285714285,0
20,0.28270042194092826,0,0,0.0,0.5714285714285714,0.4169508867667121,0.7099236641221374,0.5244413407821229,0.6058823529411764,0.28771112405358185,0.15789473684210525,0.6240601503759398,0.42857142857142855,1
50,0.2489451476793249,1,1,0.7115384615384616,0.7222222222222222,0.5313778990450204,0.5267175572519084,0.2611731843575419,0.6764705882352942,0.5521258008153757,0.2631578947368421,0.46240601503759393,0.42857142857142855,0
3,0.4050632911392405,0,0,0.0,0.31746031746031744,0.2731923601637108,0.3816793893129771,0.6274441340782123,0.4647058823529412,0.5468841001747233,0.15789473684210525,0.6390977443609022,0.2857142857142857,0
12,0.38396624472573837,0,0,0.0,0.7698412698412699,0.3813096862210095,0.6870229007633588,0.4549581005586592,0.7,0.5049504950495048,0.15789473684210525,0.5075187969924813,0.42857142857142855,1
46,0.7468354430379747,0,0,0.0,0.6190476190476191,0.5018758526603001,0.40458015267175573,0.7545391061452514,0.5941176470588235,0.44496214327315076,0.3684210526315789,0.513157894736842,0.42857142857142855,0
16,0.3755274261603376,0,1,0.5769230769230769,0.5555555555555556,0.5354706684856754,0.5419847328244275,0.6965782122905029,0.5235294117647059,0.46592894583576,0.05263157894736842,0.5582706766917294,0.14285714285714285,0
25,0.29957805907172996,0,0,0.0,0.3333333333333333,0.4687926330150068,0.6717557251908397,0.5638966480446927,0.7764705882352941,0.5247524752475247,0.15789473684210525,0.6090225563909775,0.2857142857142857,0
4,0.3037974683544304,0,0,0.0,0.626984126984127,0.37977489768076395,0.2824427480916031,0.46682960893854747,0.4176470588235294,0.4531158998252766,0.10526315789473684,0.543233082706767,0.14285714285714285,0
35,0.22362869198312235,0,0,0.0,0.6984126984126984,0.7213506139154162,0.37404580152671757,0.0,0.4235294117647059,0.4001164822364589,0.3157894736842105,0.5639097744360902,0.0,0
29,0.6751054852320675,0,0,0.0,0.7222222222222222,0.4626534788540245,0.3053435114503817,0.7629189944134078,0.5,0.47466511357018054,0.3157894736842105,0.6804511278195489,0.14285714285714285,0
4,0.5232067510548524,1,0,0.0,0.6190476190476191,0.4409959072305593,0.6717557251908397,0.3956005586592179,0.6470588235294118,0.644729178800233,0.05263157894736842,0.4210526315789474,0.2857142857142857,1
37,0.8143459915611815,0,0,0.0,0.3333333333333333,0.729706684856753,0.3816793893129771,0.8418296089385475,0.6235294117647059,0.6336633663366337,0.21052631578947367,0.6898496240601504,0.14285714285714285,1
26,0.2869198312236287,0,1,0.7692307692307693,0.5714285714285714,0.2041268758526603,0.42748091603053434,0.4134078212290503,0.4823529411764706,0.4944670937682003,0.3157894736842105,0.6353383458646616,0.14285714285714285,0
48,0.5907172995780591,0,1,0.6346153846153846,0.7380952380952381,0.46913369713506137,0.5190839694656488,0.482891061452514,0.4588235294117647,0.5765870704717531,0.21052631578947367,0.5582706766917294,0.2857142857142857,0
41,0.4092827004219409,0,0,0.0,0.24603174603174602,0.871418826739427,0.45038167938931295,0.3449720670391061,0.5823529411764706,1.0,0.21052631578947367,0.5169172932330827,0.2857142857142857,1
35,0.459915611814346,0,0,0.0,0.4523809523809524,0.48993860845839016,0.6793893129770993,0.6354748603351956,0.6705882352941176,0.5107746068724519,0.42105263157894735,0.4830827067669172,0.0,0
21,0.2911392405063291,0,0,0.0,0.1111111111111111,0.4711800818553888,0.183206106870229,0.5858938547486033,0.6176470588235294,0.5072801397786838,0.42105263157894735,0.543233082706767,0.42857142857142855,0
32,0.29957805907172996,0,0,0.0,0.6111111111111112,0.5337653478854024,0.4961832061068702,0.6508379888268156,0.5588235294117647,0.7285963890506697,0.15789473684210525,0.22368421052631576,0.14285714285714285,0
49,0.2742616033755274,0,0,0.0,0.6825396825396826,0.6754774897680764,0.549618320610687,0.6173184357541899,0.4823529411764706,0.40128130460104827,0.15789473684210525,0.4360902255639097,0.14285714285714285,0
23,0.3291139240506329,0,0,0.0,0.6190476190476191,0.332537517053206,0.5267175572519084,0.7730446927374302,0.48823529411764705,0.3226557949912638,0.21052631578947367,0.37593984962406013,0.14285714285714285,0
22,0.25316455696202533,0,0,0.0,0.5396825396825397,0.5850954979536153,0.44274809160305345,0.901536312849162,0.4294117647058823,0.5294117647058822,0.42105263157894735,0.513157894736842,0.14285714285714285,0
5,0.4050632911392405,1,0,0.0,0.7698412698412699,0.6493860845839019,0.7480916030534351,0.7091480446927375,0.5647058823529412,0.4117647058823529,0.21052631578947367,0.3458646616541353,0.0,0
11,0.2616033755274262,0,0,0.0,0.48412698412698413,0.30712824010914047,0.22137404580152673,0.5604050279329609,0.5647058823529412,0.5963890506697728,0.42105263157894735,0.5639097744360902,0.0,0
46,0.3206751054852321,0,1,0.6923076923076923,0.42857142857142855,0.48004774897680763,0.5648854961832062,0.4134078212290503,0.6764705882352942,0.6808386721025043,0.21052631578947367,0.599624060150376,0.2857142857142857,0
43,0.3037974683544304,0,0,0.0,0.5,0.5470668485675307,0.3893129770992366,0.2210195530726257,0.49411764705882355,0.6371578334304018,0.6842105263157895,0.8214285714285714,0.14285714285714285,0
46,0.4388185654008439,0,0,0.0,0.46825396825396826,0.467087312414734,0.4961832061068702,0.6284916201117319,0.711764705882353,0.44496214327315076,0.2631578947368421,0.34962406015037595,0.42857142857142855,0
37,0.6666666666666666,0,0,0.0,0.5476190476190477,0.5030695770804912,0.8396946564885496,0.5076815642458101,0.6411764705882353,0.6581246359930111,0.2631578947368421,0.6804511278195489,0.0,0
32,0.3459915611814346,0,0,0.0,0.373015873015873,0.3565825375170532,0.6030534351145038,0.4965083798882682,0.6941176470588235,0.5742574257425742,0.21052631578947367,0.49812030075187963,0.2857142857142857,0
41,0.3881856540084388,0,0,0.0,0.5873015873015873,0.6057298772169168,0.24427480916030533,0.6190642458100558,0.788235294117647,0.3774024461269656,0.21052631578947367,0.6691729323308271,0.0,0
20,0.4430379746835443,0,1,0.4230769230769231,0.3888888888888889,0.6145975443383356,0.24427480916030533,0.6588687150837989,0.5823529411764706,0.3471170646476412,0.3157894736842105,0.46240601503759393,0.14285714285714285,0
44,0.4092827004219409,0,0,0.0,0.24603174603174602,0.5951568894952252,0.4351145038167939,0.6002094972067039,0.4764705882352941,0.6109493302271403,0.15789473684210525,0.5018796992481203,0.2857142857142857,0
31,0.6835443037974683,0,0,0.0,0.48412698412698413,0.21862210095497953,0.4961832061068702,0.3051675977653631,0.6294117647058823,0.4490390215492137,0.21052631578947367,0.40601503759398494,0.14285714285714285,0
19,0.7088607594936709,0,1,0.4230769230769231,0.5476190476190477,0.4131991814461119,0.40458015267175573,0.5485335195530726,0.5411764705882353,0.6953989516598718,0.3684210526315789,0.5789473684210527,0.2857142857142857,0
33,0.4641350210970464,0,0,0.0,0.1746031746031746,0.8639154160982265,0.48091603053435117,0.401536312849162,0.6823529411764706,0.49330227140361094,0.05263157894736842,0.6296992481203008,0.14285714285714285,1
42,0.6835443037974683,0,0,0.0,0.6666666666666666,0.7859822646657572,0.40458015267175573,0.27583798882681565,0.5294117647058824,0.44612696563774024,0.42105263157894735,0.5281954887218044,0.0,0
21,0.23628691983122363,0,0,0.0,0.5158730158730159,0.4307639836289222,0.4580152671755725,0.5691340782122906,0.3764705882352941,0.6319161327897495,0.3684210526315789,0.381578947368421,0.14285714285714285,0
1,0.48945147679324896,0,0,0.0,0.3253968253968254,0.5564461118690314,0.4122137404580153,0.4671787709497206,0.7,0.6132789749563191,0.3157894736842105,0.537593984962406,0.0,0
18,0.35443037974683544,0,0,0.0,0.18253968253968253,0.5871418826739427,0.5572519083969466,0.26222067039106145,0.6647058823529411,0.29702970297029696,0.21052631578947367,0.650375939849624,0.14285714285714285,0
1,0.5527426160337553,0,0,0.0,0.5555555555555556,0.5607094133697136,0.48091603053435117,0.3777932960893855,0.6470588235294118,0.3593476994758299,0.10526315789473684,0.9586466165413533,0.14285714285714285,0
9,0.7974683544303798,0,0,0.0,0.48412698412698413,0.5494542974079127,0.3816793893129771,0.6113826815642458,0.5588235294117647,0.6383226557949913,0.15789473684210525,0.3853383458646616,0.42857142857142855,0
9,0.16033755274261605,0,0,0.0,0.5158730158730159,0.3333901773533424,0.46564885496183206,0.7280027932960894,0.5176470588235295,0.26150262085032033,0.10526315789473684,0.3609022556390977,0.14285714285714285,0
40,0.350210970464135,0,0,0.0,0.7777777777777778,0.5726466575716236,0.6030534351145038,0.42143854748603354,0.7235294117647059,0.4327315084449621,0.0,0.0,0.14285714285714285,0
13,0.29535864978902954,0,0,0.0,0.6349206349206349,0.5958390177353343,0.40458015267175573,0.6337290502793297,0.7941176470588235,0.5445544554455445,0.2631578947368421,0.5733082706766917,0.5714285714285714,1
50,0.4767932489451477,0,0,0.0,0.4126984126984127,0.49778308321964526,0.46564885496183206,0.45740223463687146,0.48823529411764705,0.4903902154921374,0.10526315789473684,0.7011278195488722,0.14285714285714285,0
29,0.5654008438818565,0,0,0.0,0.4603174603174603,0.5080150068212824,0.19083969465648856,0.40747206703910616,0.4588235294117647,0.6092020966802563,0.3157894736842105,0.3552631578947368,0.0,0
5,0.3881856540084388,0,0,0.0,0.5555555555555556,0.3304911323328786,0.4351145038167939,0.543645251396648,0.6294117647058823,0.47815958066394876,0.3157894736842105,0.48684210526315785,0.2857142857142857,0
45,0.34177215189873417,0,0,0.0,0.6190476190476191,0.48072987721691673,0.3893129770992366,0.3243715083798882,0.4588235294117647,0.4793244030285381,0.47368421052631576,0.4473684210526315,0.14285714285714285,0
49,0.26582278481012656,0,0,0.0,0.6031746031746031,0.4464529331514325,0.45038167938931295,0.44378491620111726,0.32941176470588235,0.27548048922539314,0.10526315789473684,0.37030075187969924,0.0,0
3,0.31645569620253167,0,1,0.23076923076923078,0.5238095238095238,0.26620054570259205,0.6183206106870229,0.4902234636871508,0.4,0.4641817122888759,0.15789473684210525,0.7669172932330827,0.14285714285714285,0
16,0.46835443037974683,0,0,0.0,0.7301587301587301,0.2968963165075034,0.5190839694656488,0.5649441340782123,0.5411764705882353,0.5457192778101339,0.15789473684210525,0.400375939849624,0.14285714285714285,0
31,0.47257383966244726,1,0,0.0,0.5079365079365079,0.33577762619372437,0.5954198473282443,0.5977653631284916,0.8705882352941177,0.7012230634828187,0.2631578947368421,0.5883458646616541,0.42857142857142855,1
41,0.5738396624472574,0,0,0.0,0.6746031746031746,0.39989768076398363,0.3893129770992366,0.4301675977653631,0.4470588235294118,0.45894001164822357,0.21052631578947367,0.31015037593984957,0.7142857142857143,1
28,0.5358649789029536,0,0,0.0,0.42063492063492064,0.278137789904502,0.45038167938931295,0.4594972067039106,0.7,0.5923121723937099,0.2631578947368421,0.4417293233082707,0.14285714285714285,0
40,0.350210970464135,0,0,0.0,0.6746031746031746,0.7755798090040928,0.648854961832061,0.3613826815642458,0.5882352941176471,0.7029702970297029,0.2631578947368421,0.5018796992481203,0.2857142857142857,0
13,0.5864978902953587,0,0,0.0,0.38095238095238093,0.540757162346521,0.5267175572519084,0.7063547486033519,0.5470588235294118,0.6324985439720442,0.2631578947368421,0.6748120300751879,0.2857142857142857,0
43,0.4430379746835443,0,0,0.0,0.49206349206349204,0.5109140518417462,0.4198473282442748,0.5083798882681564,0.6647058823529411,0.5754222481071637,0.10526315789473684,0.39097744360902253,0.2857142857142857,0
41,0.6962025316455697,0,1,0.6153846153846154,0.4126984126984127,0.4111527967257844,0.6183206106870229,0.43994413407821226,0.7294117647058823,0.5282469423412929,0.631578947368421,0.5733082706766917,0.14285714285714285,0
42,0.5738396624472574,0,0,0.0,0.5793650793650794,0.20071623465211458,0.4580152671755725,0.6962290502793297,0.6941176470588235,0.5358182877111239,0.15789473684210525,0.5338345864661653,0.2857142857142857,0
42,0.6751054852320675,0,0,0.0,0.4444444444444444,0.5549113233287858,0.48854961832061067,0.486731843575419,0.5294117647058824,0.5742574257425742,0.10526315789473684,0.47180451127819545,0.14285714285714285,0
8,0.5021097046413502,0,0,0.0,0.48412698412698413,0.7148703956343793,0.366412213740458,0.5593575418994414,0.4764705882352941,0.6656959813628421,0.21052631578947367,0.4830827067669172,0.7142857142857143,0
42,0.7848101265822784,0,1,0.4807692307692308,0.23809523809523808,0.560368349249659,0.549618320610687,0.33310055865921784,0.4588235294117647,0.5515433896330809,0.3157894736842105,0.5939849624060151,0.42857142857142855,0
37,0.42616033755274263,0,1,0.4807692307692308,0.5634920634920635,0.524556616643929,0.3816793893129771,0.7419692737430168,0.5352941176470588,0.5672684915550378,0.10526315789473684,0.5939849624060151,0.2857142857142857,0
12,0.34177215189873417,0,0,0.0,0.6111111111111112,0.513130968622101,0.3816793893129771,0.8344972067039107,0.6764705882352942,0.4973791496796737,0.3157894736842105,0.5225563909774436,0.0,0
22,0.4177215189873418,0,1,0.40384615384615385,0.48412698412698413,0.23055934515688947,0.6717557251908397,0.4972067039106145,0.6647058823529411,0.5276645311589983,0.21052631578947367,0.5939849624060151,0.0,0
2,0.18565400843881857,0,0,0.0,0.3888888888888889,0.3485675306957708,0.4732824427480916,0.40188547486033516,0.5705882352941176,0.4146767617938264,0.21052631578947367,0.5582706766917294,0.42857142857142855,1
42,0.4767932489451477,0,0,0.0,0.48412698412698413,0.29484993178717595,0.5038167938931297,0.4333100558659218,0.6411764705882353,0.40128130460104827,0.10526315789473684,0.46240601503759393,0.14285714285714285,0
49,0.17721518987341772,1,0,0.0,0.4603174603174603,0.44628240109140516,0.6335877862595419,0.6333798882681564,0.5588235294117647,0.2929528246942341,0.2631578947368421,0.7011278195488722,0.14285714285714285,1
14,0.43037974683544306,0,0,0.0,0.373015873015873,0.407912687585266,0.3816793893129771,0.40363128491620115,0.6058823529411764,0.5078625509609784,0.15789473684210525,0.5582706766917294,0.2857142857142857,0
8,0.23628691983122363,0,0,0.0,0.4523809523809524,0.4595839017735334,0.13740458015267176,0.6483938547486033,0.5882352941176471,0.726266744321491,0.15789473684210525,0.4830827067669172,0.2857142857142857,0
27,0.21518987341772153,0,1,0.5961538461538461,0.42857142857142855,0.33509549795361526,0.4732824427480916,0.34636871508379885,0.8294117647058824,0.3721607454863133,0.5263157894736842,0.2894736842105263,0.42857142857142855,1
12,0.3080168776371308,0,0,0.0,0.5396825396825397,0.43400409276944063,0.6106870229007634,0.7440642458100559,0.6647058823529411,0.5655212580081538,0.21052631578947367,0.4567669172932331,0.42857142857142855,0
1,0.3080168776371308,0,1,0.8846153846153846,0.5952380952380952,0.7859822646657572,0.5801526717557252,0.734986033519553,0.4823529411764706,0.43331391962725685,0.10526315789473684,0.5281954887218044,0.14285714285714285,0
11,0.16455696202531644,1,1,0.40384615384615385,0.6587301587301587,0.4082537517053206,0.549618320610687,0.7136871508379888,0.5705882352941176,0.5294117647058822,0.2631578947368421,0.5526315789473684,0.0,0
38,0.3459915611814346,0,0,0.0,0.626984126984127,0.6430763983628922,0.4961832061068702,0.41829608938547486,0.6705882352941176,0.6499708794408852,0.3157894736842105,0.3966165413533834,0.14285714285714285,0
39,0.42616033755274263,0,0,0.0,0.7857142857142857,0.5160300136425647,0.42748091603053434,0.42877094972067037,0.6176470588235294,0.5899825276645312,0.42105263157894735,0.3458646616541353,0.14285714285714285,0
18,0.38396624472573837,0,0,0.0,0.4365079365079365,0.2348226466575716,0.7251908396946565,0.44518156424581007,0.5176470588235295,0.401863715783343,0.21052631578947367,0.40601503759398494,0.14285714285714285,0
7,0.3291139240506329,0,1,0.4807692307692308,0.48412698412698413,0.6157912687585266,0.4351145038167939,0.651536312849162,0.6,0.5329062317996506,0.2631578947368421,0.2838345864661654,0.5714285714285714,0
42,0.459915611814346,0,0,0.0,0.5238095238095238,0.6212482946793997,0.2900763358778626,0.7636173184357542,0.6294117647058823,0.6284216656959812,0.47368421052631576,0.6860902255639098,0.14285714285714285,0
1,0.2869198312236287,0,1,0.5192307692307693,0.5555555555555556,0.5271145975443383,0.6870229007633588,0.8851256983240223,0.7058823529411765,0.4239953407105416,0.3684210526315789,0.4924812030075188,0.14285714285714285,0
15,0.2320675105485232,0,0,0.0,0.3888888888888889,0.7196452933151433,0.4580152671755725,0.509427374301676,0.6941176470588235,0.48806057076295867,0.10526315789473684,0.6860902255639098,0.5714285714285714,0
44,0.5569620253164557,0,0,0.0,0.4126984126984127,0.9619713506139155,0.45038167938931295,0.6298882681564246,0.8176470588235294,0.6942341292952824,0.21052631578947367,0.7518796992481203,0.42857142857142855,1
9,0.4978902953586498,0,1,0.7115384615384616,0.373015873015873,0.4684515688949522,0.5114503816793893,0.7744413407821229,0.8,0.6389050669772859,0.15789473684210525,0.543233082706767,0.14285714285714285,0
45,0.5485232067510548,0,0,0.0,0.6349206349206349,0.39580491132332873,0.6183206106870229,0.3435754189944134,0.5882352941176471,0.5224228305183459,0.15789473684210525,0.45112781954887216,0.42857142857142855,1
6,0.2489451476793249,0,1,0.38461538461538464,0.626984126984127,0.3238403819918144,0.45038167938931295,0.6868016759776536,0.4588235294117647,0.4531158998252766,0.21052631578947367,0.4774436090225564,0.14285714285714285,0
27,0.4936708860759494,0,0,0.0,0.6428571428571429,0.7245907230559345,0.31297709923664124,0.33519553072625696,0.7705882352941177,0.5457192778101339,0.2631578947368421,0.381578947368421,0.0,0
38,0.38396624472573837,0,0,0.0,0.6111111111111112,0.519781718963165,0.4198473282442748,0.5771648044692738,0.3411764705882353,0.605707629586488,0.10526315789473684,0.4323308270676691,0.14285714285714285,0
22,0.21518987341772153,0,0,0.0,0.5238095238095238,0.6157912687585266,0.549618320610687,0.3756983240223464,0.7588235294117647,0.3977868375072801,0.42105263157894735,0.6033834586466165,0.42857142857142855,0
27,0.5654008438818565,0,1,0.34615384615384615,0.4444444444444444,0.5030695770804912,0.20610687022900764,0.3861731843575419,0.5,0.6767617938264413,0.47368421052631576,0.6447368421052632,0.14285714285714285,0
10,0.4472573839662447,0,0,0.0,0.6746031746031746,0.31394952251023195,0.40458015267175573,0.6449022346368716,0.6588235294117647,0.43331391962725685,0.2631578947368421,0.6390977443609022,0.2857142857142857,0
38,0.459915611814346,0,0,0.0,0.5,0.4406548431105048,0.648854961832061,0.5401536312849162,0.7235294117647059,0.47815958066394876,0.15789473684210525,0.5733082706766917,0.2857142857142857,0
8,0.45569620253164556,1,1,0.6923076923076923,0.8968253968253969,0.6887789904502046,0.20610687022900764,0.5261871508379887,0.6411764705882353,0.378567268491555,0.15789473684210525,0.7819548872180451,0.2857142857142857,1
34,0.3755274261603376,0,0,0.0,0.19047619047619047,0.5027285129604365,0.3816793893129771,0.6145251396648045,0.6470588235294118,0.425160163075131,0.47368421052631576,0.6691729323308271,0.14285714285714285,0
19,0.48945147679324896,0,0,0.0,0.6031746031746031,0.6771828103683493,0.20610687022900764,0.49127094972067037,0.6,0.4001164822364589,1.0,0.3552631578947368,0.42857142857142855,0
26,0.23628691983122363,0,0,0.0,0.6825396825396826,0.6604706684856754,0.6259541984732825,0.3945530726256983,0.6058823529411764,0.3418753640069889,0.21052631578947367,0.4774436090225564,0.14285714285714285,0
29,0.4810126582278481,0,0,0.0,0.5555555555555556,0.3734652114597544,0.40458015267175573,0.34567039106145253,0.5411764705882353,0.5463016889924286,0.15789473684210525,0.27443609022556387,0.14285714285714285,0
21,0.3037974683544304,0,0,0.0,0.6190476190476191,0.7706343792633016,0.40458015267175573,0.6822625698324023,0.6588235294117647,0.6691904484566104,0.2631578947368421,0.5526315789473684,0.14285714285714285,1
31,0.5316455696202531,0,0,0.0,0.48412698412698413,0.7430081855388813,0.6717557251908397,0.4556564245810055,0.5941176470588235,0.5294117647058822,0.2631578947368421,0.381578947368421,0.14285714285714285,0
8,0.3291139240506329,0,0,0.0,0.7142857142857143,0.1742837653478854,0.40458015267175573,0.5391061452513967,0.6470588235294118,0.6674432149097262,0.10526315789473684,0.7669172932330827,0.14285714285714285,0
46,0.1350210970464135,0,1,0.6346153846153846,0.6031746031746031,0.6227830832196454,0.366412213740458,0.7531424581005587,0.6,0.584158415841584,0.21052631578947367,0.513157894736842,0.14285714285714285,0
27,0.459915611814346,1,0,0.0,0.5158730158730159,0.37261255115961794,0.648854961832061,0.6082402234636872,0.6470588235294118,0.4612696563774024,0.21052631578947367,0.6691729323308271,0.14285714285714285,1
6,0.5569620253164557,0,0,0.0,0.30158730158730157,0.6790586630286494,0.183206106870229,0.5352653631284916,0.4470588235294118,0.5579499126383226,0.2631578947368421,0.39097744360902253,0.14285714285714285,0
30,0.6075949367088608,0,0,0.0,0.5317460317460317,0.47527285129604363,0.5648854961832062,0.5464385474860335,0.6235294117647059,0.5090273733255678,0.05263157894736842,0.49812030075187963,0.42857142857142855,0
17,0.1940928270042194,0,1,0.7692307692307693,0.4444444444444444,0.4398021828103683,0.25190839694656486,0.5663407821229051,0.7764705882352941,0.3226557949912638,0.10526315789473684,0.7105263157894736,0.2857142857142857,0
5,0.21940928270042195,0,1,0.46153846153846156,0.42063492063492064,0.5656548431105048,0.45038167938931295,0.6805167597765364,0.5588235294117647,0.7792661619103086,0.2631578947368421,0.400375939849624,0.0,0
30,0.620253164556962,0,0,0.0,0.5396825396825397,0.47032742155525237,0.6641221374045801,0.6700418994413408,0.5647058823529412,0.6569598136284216,0.21052631578947367,0.537593984962406,0.14285714285714285,0
19,0.29957805907172996,0,0,0.0,0.5079365079365079,0.3922237380627558,0.19083969465648856,0.49196927374301674,0.28823529411764703,0.3016889924286546,0.2631578947368421,0.6090225563909775,0.2857142857142857,0
18,0.4008438818565401,0,0,0.0,0.3253968253968254,0.510231923601637,0.22137404580152673,0.4933659217877095,0.4764705882352941,0.361094933022714,0.15789473684210525,0.4830827067669172,0.7142857142857143,1
